User-ID,Location,Age
159847,"utrecht, , netherlands",
159852,"lisle, illinois, usa",30.0
159858,"atlantic beach, florida, usa",37.0
159860,"wheaton, illinois, usa",43.0
159865,"washington, illinois, usa",51.0
159868,"cortlandt manor, new york, usa",
159946,"san marcos, texas, usa",38.0
159950,"anchorage, alaska, usa",
159977,"oklahoma city, oklahoma, usa",
159998,"houston, texas, usa",
160011,"norman, arkansas, usa",
160014,"toronto, ontario, canada",
160032,"heidelberg, baden-württemberg, germany",
160074,"seattle, washington, usa",
160098,"alexandria, virginia, usa",
160112,"buda, texas, usa",45.0
160148,"san diego, california, usa",38.0
160165,"burlington, vermont, usa",
160168,"vancouver, british columbia, canada",29.0
160169,"perdido  beach, alabama, usa",
160180,"tenino, washington, usa",57.0
160241,"kumanovo, macedonia, macedonia",18.0
160271,"duncan, british columbia, canada",
160295,"portland, oregon, usa",38.0
160298,"mexico city, d.f., mexico",53.0
160334,"reston, virginia, usa",
160344,"newtown, pennsylvania, usa",31.0
160346,"norwalk, connecticut, usa",27.0
160378,"binghamton, new york, usa",19.0
160385,"st helens, england, united kingdom",33.0
160389,"cincinnati, ohio, usa",
160393,"union, missouri, usa",46.0
160401,"akron, ohio, usa",30.0
160405,"aachen, nordrhein-westfalen, germany",
160406,"bochum, nordrhein-westfalen, germany",
160407,"dortmund, nordrhein-westfalen, germany",
160408,"duisburg, nordrhein-westfalen, germany",
160409,"essen, nordrhein-westfalen, germany",
160410,"gelsenkirchen, nordrhein-westfalen, germany",
160413,"köln, nordrhein-westfalen, germany",
160414,"mönchengladbach, nordrhein-westfalen, germany",
160415,"mönchengladbach, nordrhein-westfalen, germany",
160416,"aachen, nordrhein-westfalen, germany",
160420,"tucson, arizona, usa",30.0
160431,"nairobi-karen, n/a, kenya",38.0
160434,"san francisco, california, usa",29.0
160451,"springfield, missouri, usa",59.0
160509,"batu pahat, johor, malaysia",21.0
160511,"alexandria, virginia, usa",26.0
160541,"ashford, england, united kingdom",
160548,"orlando, ,",22.0
160555,"pflugerville, texas, usa",30.0
160558,"hooksett, new hampshire, usa",28.0
160571,"limoges, n/a, france",
160574,"saint michael, minnesota, usa",27.0
160629,"rose city, michigan, usa",57.0
160670,"mukwonago, wisconsin, usa",42.0
160681,"niles, michigan, usa",28.0
160697,"erie, pennsylvania, usa",67.0
160700,"new york, new york, usa",27.0
160725,"morgan hill, california, usa",51.0
160735,"blaine, minnesota, usa",39.0
160742,"edmond, oklahoma, usa",53.0
160744,"little falls, new jersey, usa",50.0
160760,"orleans, ontario, canada",35.0
160803,"errington, british columbia, canada",
160812,"new city, new york, usa",
160819,"miami, florida, usa",43.0
160841,"stamford, connecticut, usa",40.0
160843,"woodinville, washington, usa",
160844,"bala cynwyd, pennsylvania, usa",39.0
160881,"dunedin, florida, usa",
160950,"broken arrow, oklahoma, usa",
160992,"oak lawn, illinois, usa",48.0
160994,"norwalk, california, usa",65.0
161022,"mandeville, louisiana, usa",
161026,"radford, virginia, usa",26.0
161037,"milton, ,",32.0
161039,"fredericton, new brunswick, canada",30.0
161041,"lisbon, n/a, portugal",24.0
161068,"dongguan, guangdong province, china",18.0
161070,"san francisco, california, usa",
161102,"babson park, massachusetts, usa",34.0
161114,"mississauga, ontario, canada",39.0
161119,"asheville, north carolina, usa",
161153,"perry, florida, usa",
161178,"orlando, ,",39.0
161185,"hagerstown, maryland, usa",30.0
161211,"knoxville, tennessee, usa",25.0
161222,"rochester, new york, usa",33.0
161229,"roanoke, virginia, usa",30.0
161234,"millersville, maryland, usa",41.0
161237,"new york, new york, usa",36.0
161250,"germantown, maryland, usa",
161252,"north kingstown, rhode island, usa",57.0
161259,"thurmont, maryland, usa",44.0
161265,"annapolis, maryland, usa",44.0
161299,"covina, california, usa",41.0
161316,"kanata, ontario, canada",
161326,"stratford upon avon, england, united kingdom",
161348,"palmdale, california, usa",17.0
161373,"kennebunk, maine, usa",
161385,"harwood, north dakota, usa",
161391,"burlington, vermont, usa",27.0
161423,"bonifay, florida, usa",52.0
161434,"inver grove heights, minnesota, usa",
161443,"leonidas, michigan,",58.0
161448,"brentwood, new york, usa",57.0
161453,"springfield, missouri, usa",19.0
161462,"calgary, alberta, canada",18.0
161466,"taunton, massachusetts, usa",69.0
161467,"shelbyville, indiana, usa",41.0
161476,"halifax, nova scotia, canada",26.0
161533,"miami, florida, usa",27.0
161539,"-, westland, new zealand",18.0
161615,"seattle, washington, usa",
161619,"lisboa, n/a, portugal",5.0
161626,"calgary, alberta, canada",
161637,"saddle brook, new jersey, usa",25.0
161638,"asheville, north carolina, usa",41.0
161662,"west des moines, iowa, usa",32.0
161677,"rochester, new york, usa",26.0
161694,"torino, piemonte, italy",21.0
161708,"takoma park, maryland, usa",
161726,"london, england, united kingdom",32.0
161750,"richboro, pennsylvania, usa",
161751,"media, pennsylvania, usa",55.0
161752,"mesa, arizona, usa",58.0
161755,"durham, north carolina, usa",26.0
161765,"wimberley, texas, usa",26.0
161789,"brampton, ontario, canada",
161794,"tucson, arizona, usa",
161849,"peterborough, ontario, canada",26.0
161866,"slippery rock, pennsylvania, usa",
161870,"steubenville, ohio, usa",
161872,"brandon, mississippi, usa",27.0
161873,"vancouver, british columbia, canada",33.0
161880,"norfolk, virginia, usa",31.0
161899,"manchester, na, united kingdom",
161903,"clearwater, kansas, usa",43.0
161915,"denver, colorado, usa",
161928,"toronto, ontario, canada",32.0
161936,"gisborne, victoria, australia",53.0
161937,"philadelphia, pennsylvania, usa",16.0
161966,"rosanna, victoria, australia",49.0
161974,"center rutland, vermont, usa",25.0
161986,"new york, new york, usa",
161993,"marysville, washington, usa",
161995,"portland, oregon, usa",
162001,"bothell, washington, usa",
162014,"toronto, ontario, canada",
162019,"east moline, illinois, usa",19.0
162028,"clark, new jersey, usa",21.0
162030,"ny, new york, usa",
162035,"lebanon, pennsylvania, usa",
162052,"danville, virginia, usa",51.0
162085,"toronto, ontario, canada",21.0
162092,"brisbane, california, usa",26.0
162121,"san anselmo, california, usa",31.0
162155,"federal way, washington, usa",57.0
162214,"dresden, sachsen, germany",23.0
162233,"zuerich, zuerich, switzerland",35.0
162243,"attica, new york, usa",63.0
162248,"bad wildungen, hessen, germany",31.0
162260,"los angeles, california, usa",
162279,"borlänge, dalarna, sweden",28.0
162301,"oxnard, california, usa",
162311,"largo, florida, usa",22.0
162313,"cleveland, oklahoma, usa",41.0
162328,"daisytown, pennsylvania, usa",62.0
162335,"norwalk, california, usa",
162363,"lindenwold, new jersey, usa",31.0
162376,"lynn, massachusetts, usa",23.0
162434,"halifax, nova scotia, canada",53.0
162439,"leipzig, sachsen, germany",37.0
162528,"rose hill, plaine wilhems, mauritius",21.0
162538,"janesville, wisconsin, usa",49.0
162562,"omaha, nebraska, usa",29.0
162564,"marietta, georgia, usa",28.0
162567,"pasadena, california, usa",
162582,"kelowna, british columbia, canada",14.0
162587,"philadelphia, pennsylvania, usa",
162590,"n/a, british columbia, canada",
162596,"royal oak, michigan, usa",30.0
162625,"monroe, michigan, usa",46.0
162626,"los angeles, california, usa",
162629,"allston, ,",
162633,"robertsdale, alabama, usa",32.0
162639,"kelso, washington, usa",
162646,"romulus, michigan, usa",25.0
162662,"saskatoon, saskatchewan, canada",30.0
162664,"saint thomas, virgin islands, usa",
162671,"yarmouth, nova scotia, canada",19.0
162683,"cincinnati, ohio, usa",49.0
162689,"hafnarfjordur, reykjavík, iceland",23.0
162726,"philadelphia area, ,",25.0
162738,"waterford, michigan, usa",35.0
162755,"austin, texas, usa",35.0
162760,"edinburgh, midlothian, united kingdom",
162762,"cleveland, ohio, usa",25.0
162771,"florence, kentucky, usa",47.0
162780,"rock island, tennessee, usa",31.0
162784,"west liberty, iowa, usa",24.0
162793,"el cerrito, california, usa",27.0
162798,"preston, england, united kingdom",31.0
162827,"seattle, washington, usa",
162840,"wray, colorado, usa",52.0
162846,"philadelphia, pennsylvania, usa",30.0
162855,"liverpool, england,",
162861,"clawson, michigan, usa",
162882,"buffalo, new york, usa",
162886,"lisbon, lisbon, portugal",29.0
162909,"london, n/a, united kingdom",
162917,"bancroft, west virginia, usa",21.0
162935,"glynde, south australia, australia",28.0
162957,"el lago, texas, usa",
162962,"springfield, virginia, usa",25.0
162968,"cornwall, ontario, canada",22.0
162980,"manhattan, kansas, usa",41.0
163059,"salt lake city, ,",
163071,"westminster, maryland, usa",34.0
163169,"shepherdsville, kentucky, usa",27.0
163186,"lakeland, florida, usa",
163187,"germantown, maryland, usa",35.0
163194,"west linn, ,",57.0
163196,"warrington, cheshire, united kingdom",29.0
163202,"los angeles, california, usa",26.0
163221,"sydney, new south wales, australia",54.0
163225,"honeoye, new york, usa",64.0
163249,"woodstock, ontario, canada",
163267,"gahanna, ohio, usa",16.0
163294,"jamesville, new york, usa",
163302,"cainta, rizal, philippines",23.0
163307,"tulsa, oklahoma, usa",24.0
163326,"gum spring, virginia, usa",28.0
163349,"hammonton, nj  08037, new jersey, usa",50.0
163358,"toronto, ontario, canada",21.0
163363,"nantes, loire atlantique, france",22.0
163419,"tübingen, baden-württemberg, germany",33.0
163430,"huntsville, texas, usa",
163433,"edmonton, alberta, canada",
163443,"phoenix, arizona, usa",
163447,"kirby, wyoming, usa",64.0
163467,"meridian, mississippi, usa",28.0
163485,"chicago, illinois, usa",
163488,"salem, ohio, usa",24.0
163512,"winston-salem, north carolina, usa",
163534,"northampton, england, united kingdom",37.0
163542,"tigard, oregon, usa",
163570,"lincoln, new brunswick, canada",50.0
163579,"petaluma, california, usa",58.0
163583,"wright city, missouri, usa",43.0
163599,"santa clarita, california, usa",50.0
163609,"gulfport, florida, usa",21.0
163612,"calgary, alberta, canada",
163662,"rapid city, south dakota, usa",38.0
163676,"roanoke, virginia, usa",59.0
163683,"olympia, washington, usa",22.0
163687,"amarillo, texas, usa",60.0
163690,"mason, ohio, usa",31.0
163693,"decatur, alabama, usa",37.0
163744,"merville, british columbia, canada",54.0
163754,"chicago, ,",
163776,"barboursville,, virginia, usa",29.0
163783,"sydney, new south wales, australia",16.0
163804,"bonaire, georgia, usa",43.0
163821,"lompoc, california, usa",
163824,"strasbourg, alsace, france",17.0
163839,"austin, texas, usa",
163851,"phoenix, arizona, usa",26.0
163871,"new york, new york, usa",
163875,"derry, new hampshire, usa",
163876,"san francisco, california, usa",
163897,"verdun, quebec, canada",39.0
163912,"huntington, vermont, usa",36.0
163925,"birmingham, west midlands, united kingdom",49.0
163930,"colorado springs, colorado, usa",
163973,"são paulo, são paulo, brazil",46.0
163976,"metairie, louisiana, usa",35.0
163999,"chicago, illinois, usa",
164009,"barcelona, catalunya, spain",25.0
164027,"burlington, ontario, canada",
164037,"wadsworth, ohio, usa",55.0
164056,"valley center, california, usa",17.0
164096,"lisboa, lisboa, portugal",29.0
164105,"nashua, new hampshire, usa",28.0
164110,"phoenix, arizona, usa",60.0
164131,"olathe, kansas, usa",
164137,"whittier, california, usa",
164141,"boston, massachusetts, usa",32.0
164150,"philadelphia, pennsylvania, usa",33.0
164176,"orlando, florida, usa",
164193,"crossville, tennessee, usa",64.0
164237,"ann arbor, michigan, usa",31.0
164252,"savannah, georgia, usa",58.0
164276,"murrysville, pennsylvania, usa",
164287,"alvin, texas, usa",
164306,"fayetteville, arkansas, usa",
164315,"barcelona, catalunya, spain",31.0
164323,"delta, british columbia, canada",31.0
164338,"london, london, united kingdom",36.0
164362,"matamoras, pennsylvania, usa",
164367,"richardson, texas, usa",
164370,"bellingham, washington, usa",
164401,"eminence, kentucky, usa",43.0
164410,"gainesville, florida, usa",15.0
164425,"grafton, wisconsin, usa",
164465,"nashville, tennessee, usa",33.0
164480,"bronx, new york, usa",44.0
164492,"miami, florida, usa",46.0
164495,"derry, new hampshire, usa",21.0
164513,"toronto, ontario, canada",
164518,"oakville, ,",
164533,"sitges, barcelona, spain",46.0
164549,"lexington, michigan, usa",
164581,"costa da caparica, ,",30.0
164584,"manchester, new hampshire, usa",52.0
164642,"winona, minnesota, usa",16.0
164675,"portland, oregon, usa",55.0
164728,"studio city, california, usa",
164756,"marseille, provence, france",50.0
164762,"temple, texas, usa",29.0
164775,"racine, wisconsin, usa",
164781,"castelfranco veneto, veneto, italy",26.0
164783,"cleveland, ohio, usa",
164828,"duncanville, alabama, usa",
164841,"lancaster, pennsylvania, usa",23.0
164855,"tualatin, oregon, usa",35.0
164863,"portland, maine, usa",37.0
164870,"manzanares el real, madrid, spain",28.0
164871,"the woodlands, texas, usa",32.0
164896,"wilsonville, oregon, usa",43.0
164901,"burlington, ontario, canada",38.0
164918,"macomb, michigan, usa",
164926,"ann arbor, michigan, usa",25.0
164944,"lyon, rhone, france",23.0
164955,"orchard park, new york, usa",49.0
164956,"waterdown, ontario, canada",44.0
164965,"gold coast, queensland, australia",35.0
164980,"richmond, british columbia, canada",46.0
164984,"sydney, new south wales, australia",30.0
165017,"leucadia, california, usa",
165078,"canberra, australian capital territory, australia",24.0
165082,"alamogordo, new mexico, usa",
165089,"twinsburg, ohio, usa",38.0
165091,"alto, michigan, usa",
165098,"reston, virginia, usa",34.0
165166,"daphne, alabama, usa",
165176,"lakefield, ontario, canada",16.0
165182,"buffalo grove, illinois, usa",31.0
165183,"tulsa, oklahoma,",60.0
165201,"huddersfield, england, united kingdom",21.0
165215,"waukesha, wisconsin, usa",37.0
165232,"saint albans, west virginia, usa",23.0
165253,"antioch, illinois, usa",
165267,"north bergen, new jersey, usa",27.0
165268,"madras, oregon, usa",73.0
165308,"new berlin, wisconsin, usa",33.0
165316,"galveston, texas, usa",39.0
165319,"tucson, arizona, usa",28.0
165342,"odense, fyn, denmark",
165345,"rohnert park, california, usa",
165366,"winnipeg, manitoba, canada",
165371,"putarajaya, n/a, malaysia",17.0
165392,"portalegre, alto alentejo, portugal",43.0
165406,"melrose, massachusetts, usa",
165425,"sooke, british columbia, canada",
165428,"saratoga, california, usa",
165435,"surrey, british columbia, canada",
165449,"orange, california, usa",46.0
165503,"ploiesti, prahova, romania",17.0
165512,"chester, cheshire, united kingdom",28.0
165516,"mesa, arizona, usa",26.0
165549,"schorndorf, baden-wuerttemberg, germany",27.0
165558,"nantes, loire atlantique, france",18.0
165573,"trail creek, indiana, usa",
165582,"potomac falls, virginia, usa",
165587,"littlehampton, south australia, australia",18.0
165618,"pforzheim, baden-wuerttemberg, germany",
165619,"north charleston, south carolina, usa",
165627,"chaimpaign, ,",
165637,"kuala lumpur, n/a, malaysia",29.0
165654,"dubuque, iowa, usa",27.0
165709,"anchorage, alaska, usa",28.0
165728,"round lake park, illinois, usa",35.0
165751,"halifax, nova scotia, canada",33.0
165758,"st. catharines, ontario, canada",
165759,"crossville, tennessee, usa",58.0
165769,"hoffman estates, illinois, usa",
165770,"st. louis, missouri, usa",
165781,"port orchard, washington, usa",66.0
165788,"san diego, california, usa",
165789,"frankenthal, rheinland-pfalz, germany",
165806,"cardiff, wales, united kingdom",57.0
165830,"london, london, united kingdom",32.0
165838,"woods hole, massachusetts, usa",60.0
165840,"medford, new jersey, usa",
165842,"doylestown, pennsylvania, usa",
165866,"ashville, alabama, usa",27.0
165879,"grove city, ohio, usa",26.0
165884,"louisville, kentucky, usa",
165889,"denver, colorado, usa",37.0
165960,"calama, n/a, chile",29.0
165987,"banks, oregon, usa",48.0
166017,"chicago, illinois, usa",38.0
166123,"cortez, colorado, usa",32.0
166145,"savannah, georgia, usa",74.0
166220,"montreal, , canada",
166231,"lodi, california, usa",51.0
166248,"brush prairie, washington, usa",
166269,"copiague, new york, usa",
166287,"haddonfield, new jersey, usa",
166391,"hanover, pennsylvania, usa",60.0
166409,"richmond, virginia, usa",63.0
166412,"honolulu, hawaii, usa",28.0
166416,"como, lombardia, italy",36.0
166446,"charlotte, north carolina, usa",16.0
166460,"carcavelos - lisboa, lisboa, portugal",25.0
166498,"jamestown, tennessee, usa",19.0
166531,"springfield, illinois, usa",
166540,"lansdale, pennsylvania, usa",
166546,"¨paris, ile de france, france",53.0
166581,"rogers, arkansas, usa",70.0
166596,"greenwood, british columbia, canada",57.0
166615,"colchester, england,",31.0
166639,"lancaster, pennsylvania, usa",
166646,"redding, california, usa",30.0
166648,"tampa, florida, usa",40.0
166698,"clarendon hills, illinois, usa",54.0
166719,"huntington beach, california, usa",27.0
166722,"olympia, washington, usa",52.0
166733,"pensacola, florida, usa",
166755,"o`halloran hill, south australia, australia",50.0
166758,"brooklyn, new york, usa",
166767,"tel aviv, n/a, israel",
166778,"round rock, texas, usa",25.0
166793,"mansfield, pennsylvania,",
166812,"kerava, n/a, finland",18.0
166813,"winchester, virginia, usa",
166824,"nova, virginia, usa",
166825,"plainview, minnesota, usa",
166830,"ionia, michigan, usa",24.0
166841,"princeton, new jersey, usa",48.0
166855,"neuchâtel, n/a, switzerland",25.0
166864,"roscoe, illinois, usa",45.0
166867,"rochester, minnesota, usa",
166876,"london, n/a, united kingdom",35.0
166877,"silver spring, maryland, usa",
166892,"victoria, british columbia, canada",38.0
166922,"london, england, united kingdom",26.0
167010,"waterways, victoria, australia",56.0
167038,"kissimmee, florida, usa",
167131,"tarrytown, new york, usa",30.0
167157,"edinburgh, scotland, united kingdom",16.0
167158,"sonoma, california, usa",
167189,"coburg, oregon, usa",43.0
167214,"toney, alabama, usa",47.0
167223,"west hollywood, california, usa",
167248,"orlando, florida, usa",
167296,"columbus, georgia, usa",
167300,"chard, somerset, united kingdom",35.0
167310,"wonder lake, illinois, usa",
167327,"kaiserslautern, rheinland-pfalz, germany",29.0
167329,"pembroke pines, florida, usa",
167349,"keller, texas, usa",33.0
167375,"concord, california, usa",33.0
167394,"santa maria, california, usa",
167418,"cayce, south carolina, usa",29.0
167436,"des moines, iowa, usa",50.0
167438,"metz, lorraine, france",19.0
167462,"east greenwich, rhode island, usa",40.0
167471,"milton, ontario, canada",29.0
167482,"belvidere, illinois, usa",
167491,"hilo, hawaii, usa",31.0
167492,"bochum-wattenscheid, nordrhein-westfalen, germany",16.0
167515,"jacksonville, florida, usa",
167517,"roma, lazio, italy",25.0
167521,"lingfield, england, united kingdom",23.0
167529,"bloomfield hills, ,",
167556,"west hollywood, california, usa",33.0
167562,"livermore, california, usa",
167576,"pelzer, south carolina, usa",
167587,"anaheim hills, ,",22.0
167600,"thunder bay, ontario, canada",
167611,"cleethorpes, england, united kingdom",36.0
167614,"seattle, washington, usa",46.0
167630,"brighton, ontario, canada",
167644,"woodbranch, texas, usa",25.0
167657,"wesley chapel, florida, usa",62.0
167668,"kelowna, british columbia, canada",49.0
167678,"belton, tx, usa",35.0
167689,"lawrence, kansas, usa",23.0
167692,"victoria, british columbia, canada",
167704,"commerce, michigan, usa",
167722,"grand prairie, texas, usa",43.0
167746,"charlestown, massachusetts, usa",32.0
167747,"perkasie, n/a, usa",
167761,"new york, new york, usa",24.0
167779,"carol stream, illinois, usa",23.0
167782,"orlando, florida, usa",20.0
167800,"olive branch, mississippi, usa",57.0
167811,"ladson, south carolina, usa",
167812,"vancouver, washington, usa",38.0
167813,"chicago, illinois, usa",28.0
167831,"edmonton, alberta, canada",
167844,"houston, texas, usa",37.0
167850,"charlottesville, virginia, usa",40.0
167863,"bakersfield, california, usa",
167865,"maple ridge, british columbia, canada",
167892,"southaven, mississippi, usa",
167894,"houston, texas, usa",
167911,"ardmore, oklahoma, usa",29.0
167914,"loveland, colorado, usa",23.0
167925,"madrid, madrid, spain",26.0
167940,"toronto, ontario, canada",
167944,"buffalo, ,",
167984,"tucson, arizona, usa",70.0
167998,"sherwood, oregon, usa",10.0
168008,"wentzville, missouri, usa",54.0
168016,"lakewood, california, usa",39.0
168034,"fort worth, texas, usa",
168035,"shawnee, kansas, usa",35.0
168036,"tualatin, ,",
168047,"oxford, connecticut, usa",28.0
168064,"fredericton, new brunswick, canada",
168070,"beverly, massachusetts, usa",
168129,"puteaux, hauts-de-seine, france",22.0
168132,"middletown, maryland, usa",37.0
168139,"philadelphia, pennsylvania, usa",
168144,"oceanside, california, usa",46.0
168177,"dallas, texas, usa",25.0
168186,"weston, connecticut, usa",44.0
168205,"trumbull, , usa",44.0
168216,"calgary, alberta, canada",47.0
168245,"delisle, saskatchewan, canada",37.0
168254,"adrian, michigan, usa",
168266,"greenwood lake, new york, usa",20.0
168307,"los gatos, california, usa",
168332,"burford, ontario, canada",
168336,"prince george, british columbia, canada",
168338,"los angeles, california, usa",35.0
168383,"miami, florida, usa",17.0
168387,"frankston, victoria, australia",32.0
168388,"victoria, ,",
168413,"atlanta, georgia, usa",26.0
168434,"goodcorner, new brunswick, canada",
168438,"pulaski, virginia, usa",
168461,"worcester, massachusetts, usa",45.0
168464,"antioch, illinois, usa",11.0
168500,"lancaster, pennsylvania, usa",30.0
168533,"la mesa, california, usa",35.0
168545,"boise, idaho,",31.0
168573,"teaneck, new jersey, usa",
168615,"houston, texas, usa",50.0
168636,"cumming, georgia, usa",
168639,"new york, new york, usa",62.0
168642,"seattle, washington, usa",24.0
168677,"st. louis, missouri, usa",57.0
168691,"durham, england, united kingdom",
168702,"southall, england, united kingdom",52.0
168736,"robina, queensland, australia",
168743,"metairie, louisiana, usa",
168749,"ocean grove, new jersey, usa",46.0
168755,"grand rapids, michigan, usa",37.0
168763,"beaverton, oregon, usa",
168765,"aurora, illinois, usa",60.0
168793,"san diego, california, usa",57.0
168797,"clayton, north carolina, usa",
168800,"zamboanga, mindanao, philippines",19.0
168802,"orlando, ,",
168804,"santa rosa, california, usa",31.0
168809,"coral gables, florida, usa",
168816,"santa clara, california, usa",35.0
168877,"deltona, florida, usa",48.0
168896,"puerto vallarta, jalisco, mexico",
168934,"hopkinton, massachusetts, usa",46.0
168954,"manhattan, kansas, usa",29.0
168971,"athabasca, alberta, canada",49.0
168999,"oshkosh, wisconsin, usa",28.0
169006,"rothesay, new brunswick, canada",27.0
169014,"st. louis, missouri, usa",23.0
169033,"mcmurdo, ross island, antarctica",45.0
169043,"baltimore, maryland, usa",
169057,"westlake, ohio, usa",50.0
169065,"honolulu, hawaii, usa",20.0
169075,"mishawaka, indiana, usa",33.0
169093,"lakeville, minnesota, usa",
169123,"casper, wyoming, usa",55.0
169130,"the dalles, oregon, usa",54.0
169155,"lewisville, north carolina, usa",
169164,"københavn, københavn, denmark",36.0
169181,"trinity center, california, usa",53.0
169185,"clearwater, florida, usa",41.0
169187,"edmonton, alberta, canada",
169189,"caloocan city, n/a, philippines",25.0
169223,"montréal, quebec, canada",38.0
169226,"orlando, florida, usa",
169233,"chicago, illinois, usa",27.0
169234,"oxford, england, united kingdom",
169243,"dayton, ohio, usa",41.0
169252,"soldotna, alaska, usa",
169272,"fairfield, california, usa",61.0
169288,"johnson city, tennessee, usa",
169293,"reston, virginia, usa",0.0
169298,"casselberry, florida, usa",32.0
169301,"kailua, hawaii, usa",
169309,"east lansing, michigan, usa",
169310,"pekin, illinois, usa",
169338,"la grande, oregon, usa",
169348,"vista, california, usa",51.0
169360,"great barrington, massachusetts,",25.0
169402,"alvin, texas, usa",
169403,"marietta, georgia, usa",43.0
169438,"cozad, nebraska, usa",39.0
169462,"charlotte, north carolina, usa",
169463,"jenkintown, pennsylvania, usa",46.0
169465,"baltimore, maryland, usa",49.0
169476,"knightdale, north carolina, usa",31.0
169482,"sacramento, california, usa",
169492,"south berwick, maine, usa",55.0
169496,"palo alto, ,",68.0
169517,"oceano, california, usa",
169563,"sherwood park, alberta, canada",29.0
169570,"chicago, illinois, usa",
169580,"dayton, ohio, usa",
169600,"lisboa, miraflores, portugal",28.0
169655,"fox creek, alberta, canada",58.0
169663,"towson, maryland, usa",
169666,"bethel, minnesota, usa",
169681,"cottage grove, minnesota, usa",41.0
169682,"minneapolis, minnesota, usa",26.0
169699,"vadnais heights, minnesota, usa",40.0
169702,"seattle, washington, usa",
169727,"shah alam, selangor, malaysia",23.0
169735,"nisswa, minnesota, usa",
169754,"springfield, missouri, usa",
169755,"port-au-prince, n/a, haiti",26.0
169773,"claremont, california, usa",20.0
169779,"st. charles, missouri, usa",36.0
169781,"portland, oregon, usa",21.0
169784,"cincinnati, ohio, usa",52.0
169804,"mobile, alabama, usa",
169824,"denver, california, usa",35.0
169859,"sydney, new south wales, australia",23.0
169862,"monmouth, oregon, usa",
169877,"redondo beach, california, usa",
169880,"cleveland, ohio, usa",38.0
169887,"alsea, oregon, usa",33.0
169932,"mission, texas, usa",61.0
169940,"sahuarita, arizona, usa",
169964,"columbia, missouri, usa",61.0
169979,"ferndale, washington, usa",41.0
170012,"jackson, georgia, usa",37.0
170054,"ottawa, ,",
170061,"charleston, ,",
170073,"aberdeen, scotland, united kingdom",
170077,"muskegon, michigan, usa",58.0
170118,"barcelona, barcelona, catalonia",32.0
170151,"toronto, ontario, canada",
170154,"lisboa, lisboa, portugal",31.0
170155,"toronto, ,",40.0
170184,"melton mowbray, england, united kingdom",51.0
170192,"hamburg, hamburg, germany",
170212,"descanso, california, usa",
170224,"redondo beach, california, usa",46.0
170227,"stevenage, england, united kingdom",33.0
170229,"chicago, illinois, usa",56.0
170236,"glasgow, scotland, united kingdom",35.0
170255,"belmont, massachusetts, usa",
170256,"vancouver, british columbia, canada",
170257,"olympia, washington, usa",59.0
170264,"clinton township, michigan, usa",23.0
170287,"oxford, england, united kingdom",
170319,"vancouver, washington, usa",69.0
170368,"springfield, missouri, usa",51.0
170372,"vancouver, british columbia, canada",
170376,"tampa, florida, usa",
170377,"sharon, massachusetts, usa",
170385,"milwaukee, wisconsin, usa",22.0
170415,"tacoma, washington, usa",30.0
170441,"southampton, ontario, canada",
170442,"wokingham, england, united kingdom",48.0
170460,"kansas city, missouri, usa",
170461,"flushing, new york, usa",
170491,"mercer, pennsylvania, usa",
170493,"denver, colorado, usa",
170499,"wadsworth, ohio, usa",26.0
170513,"butler, pennsylvania, usa",
170518,"gaithersburg, maryland, usa",61.0
170519,"hood river, oregon, usa",46.0
170522,"saskatoon, saskatchewan, canada",48.0
170527,"cooper city, florida, usa",40.0
170558,"las cruces, new mexico, usa",32.0
170564,"rockford, illinois, usa",38.0
170568,"taylorville, illinois, usa",
170574,"belmont, massachusetts, usa",
170575,"bethlehem, pennsylvania, usa",32.0
170580,"carlsbad, california, usa",
170595,"maiden, north carolina, usa",34.0
170600,"newark, ohio, usa",31.0
170607,"creston, iowa, usa",36.0
170610,"inglis, florida, usa",47.0
170620,"richland, washington, usa",62.0
170623,"bullhead city, arizona, usa",0.0
170627,"brantford, ontario, canada",54.0
170634,"crystal lake, illinois, usa",
170639,"vancouver, british columbia, canada",
170642,"philadelphia, pennsylvania, usa",
170645,"tellico plains, tn, tennessee, usa",41.0
170656,"buda, texas, usa",
170659,"gurnee, illinois, usa",
170675,"sugar land, ,",
170691,"south portland, ,",
170693,"rutland, vermont, usa",
170694,"sudbury, massachusetts, usa",
170699,"bellingham, washington, usa",
170702,"lake park, georgia, usa",56.0
170708,"grand blanc, michigan, usa",43.0
170721,"hamilton, ontario, canada",33.0
170722,"edmonton, alberta, canada",23.0
170724,"burbank, california, usa",43.0
170732,"columbus, ohio, usa",40.0
170742,"o`fallon, missouri, usa",41.0
170759,"flora, illinois, usa",
170762,"lansing, michigan, usa",60.0
170771,"owen sound, ontario, canada",
170787,"portland, oregon, usa",38.0
170791,"sacramento, california,",45.0
170795,"dallas, texas, usa",49.0
170810,"kitchener, ontario, canada",40.0
170812,"grawn, michigan, usa",
170821,"foster city, california, usa",46.0
170825,"temecula, california, usa",27.0
170837,"collierville, tennessee, usa",33.0
170847,"gaithersburg, maryland, usa",
170850,"bethel, ,",57.0
170858,"minneapolis, minnesota, usa",36.0
170861,"hopkinton, massachusetts, usa",44.0
170866,"winston-salem, north carolina, usa",
170869,"san antonio, texas, usa",
170882,"mount airy, maryland, usa",56.0
170884,"oregon, wisconsin, usa",60.0
170902,"austin, texas, usa",
